Symbol,Company,Sector,Exchange,BasicPreAIScore,TechnicalPreAIScore,TodayFocusScore,FocusStructureScore,FinalPreAIScore,DollarVolume20,PassedFocusGate,GateFailureReasons,Actionability,TriggerLevel,InvalidationLevel,DoNotChaseAbove,PreferredEntryStyle,TodayFocusWarnings,TodayFocusDisqualifiers,PctAboveEMA8,PctAboveEMA21,NearestSupportDistancePct,NearestResistanceDistancePct,NearestDemandDistancePct,NearestSupplyDistancePct,IgnitionAgeBars,PctFromIgnitionClose,HasNearbyTrigger,HasNearbyRetestArea,HasReasonableInvalidation,IsExtended,IsSeverelyExtended,StructureType,ImpulsePresent,ControlledDigestion,CompressionPresent,VolumeDryup,HoldingEMAStructure,TriggerNearby,InvalidationNearby,ExtensionRisk,StructureVerdict,StructureReasons,StructureWarnings,StructureDisqualifiers,PullbackDepthPct,RangeContractionPct,TriggerDistancePct,InvalidationDistancePct,VolumeDryupPct,StructurePctAboveEMA8,StructurePctAboveEMA21
AI,"C3.ai, Inc. Class A Common Stock",,NYSE,38.0,90.0,68.0,0.0,46.3,64017899.249469765,False,today_focus_score_below_70: 68; focus_structure_score_below_65: 0; rejected_structure_type: extended_no_base; severe_extension_without_digestion; pullback_only_structure_below_70: 0; structure_disqualifier: Structure type is extended_no_base.,pullback_only,,8.449999809265137,11.180000305175781,pullback,"Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Price is 5-8% above EMA8; avoid chasing without a pullback.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,7.104461619558844,14.579916076265608,24.418608420312747,,0.4919526267840868,,1.0,-4.851061232546538,False,True,False,True,True,extended_no_base,True,False,False,False,True,False,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.,No controlled digestion after impulse was detected.; No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.; EMA structure is weak.; Extension risk is high.; No nearby trigger or retest path is available.; Invalidation is too far for clean same-day risk.; Structure appears sloppy or choppy.,Structure type is extended_no_base.,5.72450243451379,-43.44713918912475,5.72450243451379,8.22898077979507,-52.551261525990476,7.104461619558844,14.579916076265608
AKAM,"Akamai Technologies, Inc. - Common Stock",,NASDAQ,38.0,80.0,49.0,20.0,45.15,1214727004.1827972,False,today_focus_score_below_70: 49; focus_structure_score_below_65: 20; rejected_structure_type: extended_no_base; pullback_only_structure_below_70: 20; structure_disqualifier: Structure type is extended_no_base.,pullback_only,165.4499969482422,141.69000244140625,160.32000732421875,pullback,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; Demand exists but is not near enough for tight same-day risk.; Price is 5-8% above EMA8; avoid chasing without a pullback.; Price is severely extended from EMA21, so pullback risk is elevated.; Wide-spread low-volume action may signal weak participation.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,6.453500005217405,13.60943148524083,11.620511496819375,3.199843681175074,32.84680717086912,,,,True,False,False,True,True,extended_no_base,True,True,False,False,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby trigger level exists.,No clear compression/base detected.; Volume dry-up was not detected.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,3.199843681175074,-3.453855541337081,1.827590158386072,11.620511496819375,-12.502304601892988,6.453500005217405,13.60943148524083
AA,Alcoa Corporation Common Stock,,NYSE,33.0,75.0,52.0,20.0,44.95,370173327.15518075,False,today_focus_score_below_70: 52; focus_structure_score_below_65: 20; rejected_structure_type: extended_no_base; pullback_only_structure_below_70: 20; structure_disqualifier: Structure type is extended_no_base.,pullback_only,,68.16999816894531,83.79000091552734,pullback,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Price is 8-15% above EMA8 and is extended for same-day entry.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,10.657900223097695,18.374034963669985,18.641845776239208,,4.993433658185831,,,,False,True,False,True,True,extended_no_base,True,True,False,False,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby trigger level exists.,No clear compression/base detected.; Volume dry-up was not detected.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,0.7041369273708797,-16.15323503739672,0.7041369273708797,9.046427674223857,-14.899772607568273,10.657900223097695,18.374034963669985
AG,First Majestic Silver Corp. Ordinary Shares (Canada),,NYSE,45.0,30.0,38.0,60.0,44.8,286788907.71225977,False,actionability_not_allowed: avoid; today_focus_score_below_70: 38; focus_structure_score_below_65: 60; rejected_structure_type: no_clear_structure; structure_disqualifier: Structure type is no_clear_structure.,avoid,21.309999465942383,20.030000686645508,,no_trade,"EMA regime is mixed, so same-day actionability needs extra confirmation.; No bullish ignition candle was detected.",,1.7880297698708914,1.4200400460832263,4.573602167416868,1.5245340558056153,,,,,True,True,True,False,False,no_clear_structure,True,False,True,True,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Impulse quality is strong.; Price compression is present.; Volume has dried up during consolidation.; A nearby trigger level exists.; A nearby invalidation level exists.,No controlled digestion after impulse was detected.; EMA structure is mixed.,Structure type is no_clear_structure.,16.769892787741348,19.81600361437864,1.333971842299797,1.400157252391132,22.049415444001518,1.7880297698708914,1.4200400460832263
AEVA,"Aeva Technologies, Inc. - Common Stock",,NASDAQ,33.0,95.0,59.0,0.0,44.4,82856700.93515539,False,today_focus_score_below_70: 59; focus_structure_score_below_65: 0; rejected_structure_type: extended_no_base; pullback_only_structure_below_70: 0; structure_disqualifier: Structure type is extended_no_base.,pullback_only,29.81999969482422,17.329999923706055,27.760000228881836,pullback,"Bullish ignition candle is older than 10 trading days.; Current price is extended more than 10% above the ignition close.; Support exists but is farther away, making same-day risk wider.; Resistance trigger is too far away to be a clean same-day trigger.; Demand exists but is not near enough for tight same-day risk.; Price is 5-8% above EMA8; avoid chasing without a pullback.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,5.647320387508903,22.861597357761674,37.572046899064084,7.420747294516006,20.569167668379684,,15.0,45.41644843894157,False,False,False,True,True,extended_no_base,True,True,False,False,True,False,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.,No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,7.420747294516006,2.4782163432898185,7.420747294516006,18.607602252794088,-27.017750895836468,5.647320387508903,22.861597357761674
ADP,"Automatic Data Processing, Inc. - Common Stock",,NASDAQ,37.0,35.0,27.0,60.0,42.2,655175380.8268065,False,actionability_not_allowed: avoid; today_focus_score_below_70: 27; focus_structure_score_below_65: 60; rejected_structure_type: no_clear_structure; structure_disqualifier: Structure type is no_clear_structure.,avoid,,218.45092287370716,,no_trade,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.; Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; No nearby breakout trigger was identified within 5% of current price.",,2.9362475011770695,5.8269700281528,6.739331718085051,,,,,,False,True,True,False,False,no_clear_structure,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.,Structure type is no_clear_structure.,1.5356013341243147,-18.355814151125195,1.5356013341243147,5.506129511789537,11.789138168253155,2.9362475011770695,5.8269700281528
AMPL,"Amplitude, Inc. - Class A Common Stock",,NASDAQ,33.0,80.0,52.0,10.0,42.2,27460194.43040924,False,today_focus_score_below_70: 52; focus_structure_score_below_65: 10; rejected_structure_type: extended_no_base; pullback_only_structure_below_70: 10; structure_disqualifier: Structure type is extended_no_base.,pullback_only,,6.510000228881836,8.34000015258789,pullback,"Bullish ignition candle is older than 10 trading days.; Current price is extended more than 10% above the ignition close.; Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Demand exists but is not near enough for tight same-day risk.; Price is 8-15% above EMA8 and is extended for same-day entry.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,10.198030645444401,17.70586392847495,21.942444726912967,,16.48681024991755,,17.0,30.516437039845613,False,False,False,True,True,extended_no_base,True,True,False,False,True,False,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.,No clear compression/base detected.; Volume dry-up was not detected.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,6.3549127490931,-102.11160463396527,6.3549127490931,15.042465462242461,-27.189368192804018,10.198030645444401,17.70586392847495
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,,NYSE,40.0,25.0,34.0,50.0,38.15,116017520.70602036,False,actionability_not_allowed: avoid; today_focus_score_below_70: 34; focus_structure_score_below_65: 50; rejected_structure_type: no_clear_structure; structure_disqualifier: Structure type is no_clear_structure.,avoid,32.599998474121094,30.469999313354492,,no_trade,"OBV is falling, weakening same-day confidence.; Support exists but is farther away, making same-day risk wider.",Bearish ignition candle argues against same-day long focus.,0.047188042210577485,0.9553049242114975,5.018710803631099,1.620937074146389,0.8416532097916929,,,1.6154644952818265,True,True,True,False,False,no_clear_structure,False,False,True,True,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Price compression is present.; Volume has dried up during consolidation.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear recent bullish impulse detected.; No controlled digestion after impulse was detected.,Structure type is no_clear_structure.,,20.081901323913332,1.620937074146389,0.9462652061015042,18.40440186000557,0.047188042210577485,0.9553049242114975
ABBV,AbbVie Inc. Common Stock,,NYSE,45.0,50.0,54.0,15.0,37.4,1188036372.3261244,False,today_focus_score_below_70: 54; focus_structure_score_below_65: 15; rejected_structure_type: no_clear_structure; structure_disqualifier: Structure type is no_clear_structure.,breakout_only,220.00999450683594,203.00999450683594,,breakout,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.; Support exists but is farther away, making same-day risk wider.",,0.31484927229623594,1.626801488212748,5.752089016122608,2.1402046151250076,7.530177196057874,,,,True,True,True,False,False,no_clear_structure,False,False,False,True,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Volume has dried up during consolidation.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear recent bullish impulse detected.; No controlled digestion after impulse was detected.; No clear compression/base detected.,Structure type is no_clear_structure.,,2.4019436011737394,1.9498664466302884,1.6007602958963751,18.76515938649639,0.31484927229623594,1.626801488212748
ABAT,American Battery Technology Company - Common Stock,,NASDAQ,38.0,75.0,44.0,5.0,36.15,24476716.091474343,False,actionability_not_allowed: avoid; today_focus_score_below_70: 44; focus_structure_score_below_65: 5; rejected_structure_type: extended_no_base; structure_disqualifier: Structure type is extended_no_base.,avoid,,3.065000057220459,3.940000057220459,no_trade,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Demand exists but is not near enough for tight same-day risk.; Price is 8-15% above EMA8 and is extended for same-day entry.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,9.785367816658175,15.721429604736503,22.208121504883525,,9.898479676147698,,,,False,False,False,True,True,extended_no_base,True,True,False,False,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby trigger level exists.,No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,1.522841165181843,-27.753402592924694,1.522841165181843,13.585581908584565,-30.805956172118123,9.785367816658175,15.721429604736503
AMPX,"Amprius Technologies, Inc. Common Stock",,NYSE,38.0,70.0,52.0,0.0,35.7,249430555.7112131,False,today_focus_score_below_70: 52; focus_structure_score_below_65: 0; rejected_structure_type: extended_no_base; severe_extension_without_digestion; pullback_only_structure_below_70: 0; pullback_only_missing_retest_path; structure_disqualifier: Structure type is extended_no_base.,pullback_only,,19.100000381469727,22.90999984741211,pullback,"Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Demand exists but is not near enough for tight same-day risk.; Severe extension from EMA8 creates poor same-day risk.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,15.21206749891384,21.910989146511174,16.630290228363997,,22.850286535217514,,3.0,9.880093181068684,False,False,False,True,True,extended_no_base,True,False,False,False,True,False,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.,No controlled digestion after impulse was detected.; No clear compression/base detected.; Volume dry-up was not detected.; EMA structure is weak.; Extension risk is high.; No nearby trigger or retest path is available.; Invalidation is too far for clean same-day risk.; Structure appears sloppy or choppy.,Structure type is extended_no_base.,5.739853962531383,-77.89661437857742,5.739853962531383,16.630290228363997,-17.93370987442888,15.21206749891384,21.910989146511174
AEG,Aegon Ltd. New York Registry Shares,,NYSE,40.0,50.0,48.0,15.0,35.3,31213350.76174407,False,today_focus_score_below_70: 48; focus_structure_score_below_65: 15,breakout_only,8.479999542236328,8.394896819702865,,breakout,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.",,-0.26464639898572395,0.7755094534492635,6.855791029441816,0.23640075649142833,,,,,True,True,True,False,False,ema_reclaim_base,False,False,False,True,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Volume has dried up during consolidation.; EMA structure is acceptable.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear recent bullish impulse detected.; No controlled digestion after impulse was detected.; No clear compression/base detected.,,,-9.655532565043924,0.23640075649142833,0.7695415857039145,27.173092113371943,-0.26464639898572395,0.7755094534492635
AJG,Arthur J. Gallagher & Co. Common Stock,,NYSE,40.0,10.0,22.0,60.0,34.2,382114002.83444136,False,actionability_not_allowed: avoid; today_focus_score_below_70: 22; focus_structure_score_below_65: 60; rejected_structure_type: no_clear_structure; structure_disqualifier: Structure type is no_clear_structure.,avoid,208.99000549316406,202.2100067138672,,no_trade,"EMA regime is mixed, so same-day actionability needs extra confirmation.; No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.",,0.8475651950687224,0.4998842227863065,1.7300857679333759,1.5648545239079104,,,,,True,True,True,False,False,no_clear_structure,True,True,False,True,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is tight.; Volume has dried up during consolidation.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; EMA structure is mixed.,Structure type is no_clear_structure.,1.5648545239079104,6.185851625342808,1.5648545239079104,0.4973978096115772,18.18847780014271,0.8475651950687224,0.4998842227863065
AMAT,"Applied Materials, Inc. - Common Stock",,NASDAQ,38.0,55.0,35.0,20.0,34.0,3920059538.1247287,False,actionability_not_allowed: avoid; today_focus_score_below_70: 35; focus_structure_score_below_65: 20; rejected_structure_type: extended_no_base; structure_disqualifier: Structure type is extended_no_base.,avoid,,397.3699951171875,490.04998779296875,no_trade,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Price is 5-8% above EMA8; avoid chasing without a pullback.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,7.673708570615889,12.4798912631902,18.91235485856919,,,,,,False,False,False,True,True,extended_no_base,True,True,False,False,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby trigger level exists.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,0.29793327395675195,-16.154167134391106,0.29793327395675195,11.095219886004937,7.951463479323628,7.673708570615889,12.4798912631902
ALAB,"Astera Labs, Inc. - Common Stock",,NASDAQ,38.0,55.0,32.0,20.0,32.95,2326166138.477344,False,actionability_not_allowed: avoid; today_focus_score_below_70: 32; focus_structure_score_below_65: 20; rejected_structure_type: extended_no_base; structure_disqualifier: Structure type is extended_no_base.,avoid,,189.69000244140625,355.760009765625,no_trade,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Demand exists but is not near enough for tight same-day risk.; Price is 8-15% above EMA8 and is extended for same-day entry.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,10.539741043369876,29.260212655624485,46.6803470782525,,28.052619831415605,,,,False,False,False,True,True,extended_no_base,True,True,False,False,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is tight.; A nearby trigger level exists.,No clear compression/base detected.; Volume dry-up was not detected.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,0.17708704337722203,-0.833065719844539,0.17708704337722203,22.63667377182772,-15.43741925138782,10.539741043369876,29.260212655624485
ABSI,Absci Corporation - Common Stock,,NASDAQ,33.0,50.0,31.0,0.0,23.35,30846148.474237323,False,actionability_not_allowed: avoid; today_focus_score_below_70: 31; focus_structure_score_below_65: 0; rejected_structure_type: sloppy_chop; structure_disqualifier: Structure type is sloppy_chop.,avoid,6.71999979019165,4.75,6.349999904632568,no_trade,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.; Support exists but is farther away, making same-day risk wider.; Demand exists but is not near enough for tight same-day risk.; Price is 5-8% above EMA8; avoid chasing without a pullback.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,6.482527162135776,16.65934914793692,25.19684927027018,5.82676993883342,15.826773693456776,,,,False,False,False,True,True,sloppy_chop,True,True,False,True,True,False,False,high,Structure is too choppy for a clean focus-list setup.,Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Volume has dried up during consolidation.,No clear compression/base detected.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.; Structure appears sloppy or choppy.,Structure type is sloppy_chop.,15.590555320057241,-70.19276931518273,5.82676993883342,14.280337812283717,19.936814070469477,6.482527162135776,16.65934914793692
ACN,Accenture plc Class A Ordinary Shares (Ireland),,NYSE,42.0,15.0,15.0,35.0,23.0,1125872235.3682802,False,actionability_not_allowed: avoid; today_focus_score_below_70: 15; focus_structure_score_below_65: 35,avoid,199.64999389648438,177.5,,no_trade,"EMA regime is mixed, so same-day actionability needs extra confirmation.; Current price is extended more than 10% above the ignition close.; Resistance trigger is too far away to be a clean same-day trigger.; No nearby breakout trigger was identified within 5% of current price.",Bearish ignition candle argues against same-day long focus.,1.3877000714457521,3.057356049836102,4.682634069134394,7.211895922964984,3.4260578031309774,,,16.649963626082442,False,True,True,False,False,breakout_retest,True,True,False,False,True,False,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby invalidation level exists.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.; EMA structure is mixed.,,6.325850446824743,-14.216761151184198,6.325850446824743,2.966654848352257,7.992578532902661,1.3877000714457521,3.057356049836102
ADPT,Adaptive Biotechnologies Corporation - Common Stock,,NASDAQ,37.0,5.0,15.0,35.0,20.5,27653502.829085637,False,actionability_not_allowed: avoid; today_focus_score_below_70: 15; focus_structure_score_below_65: 35; rejected_structure_type: no_clear_structure; structure_disqualifier: Structure type is no_clear_structure.,avoid,15.149999618530273,14.200843831096908,,no_trade,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.",Distribution bias sharply reduces same-day actionability.; Distribution with falling OBV is a hard avoid for long focus.,3.3698344811660785,6.613385256510518,10.832234518713523,0.06604540938421888,,,,,True,True,True,False,False,no_clear_structure,True,True,False,False,True,True,False,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is acceptable.; A nearby trigger level exists.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.; Red-candle volume is expanding during the pullback.; Invalidation is too far for clean same-day risk.,Structure type is no_clear_structure.,2.9392317353577724,-17.7944745542709,0.06604540938421888,6.2031472320279395,1.1380972882525486,3.3698344811660785,6.613385256510518
ANET,"Arista Networks, Inc. Common Stock",,NYSE,38.0,5.0,10.0,35.0,18.75,2381296957.503518,False,actionability_not_allowed: avoid; today_focus_score_below_70: 10; focus_structure_score_below_65: 35; rejected_structure_type: extended_no_base; structure_disqualifier: Structure type is extended_no_base.,avoid,179.10000610351562,162.25,175.3300018310547,no_trade,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; Price is 8-15% above EMA8 and is extended for same-day entry.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",Distribution bias sharply reduces same-day actionability.; Distribution with falling OBV is a hard avoid for long focus.,8.781955198124702,12.705096278083072,7.460218841301547,2.1502334073398632,,,,,True,False,False,True,True,extended_no_base,True,True,False,True,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; Volume has dried up during consolidation.; A nearby trigger level exists.,No clear compression/base detected.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,1.226255560389533,-9.520546029582832,1.226255560389533,7.460218841301547,17.40033278822567,8.781955198124702,12.705096278083072
AMPG,"Amplitech Group, Inc. - Common Stock",,NASDAQ,38.0,45.0,19.0,0.0,17.9,26811343.75113032,False,actionability_not_allowed: avoid; today_focus_score_below_70: 19; focus_structure_score_below_65: 0; rejected_structure_type: extended_no_base; structure_disqualifier: Structure type is extended_no_base.,avoid,5.645999908447266,2.0999999046325684,5.019999980926514,no_trade,"Support exists but is farther away, making same-day risk wider.; Resistance trigger is too far away to be a clean same-day trigger.; Demand exists but is not near enough for tight same-day risk.; Price is 5-8% above EMA8; avoid chasing without a pullback.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",Bearish ignition candle argues against same-day long focus.,6.529458161519663,28.05378362694073,58.16733241809728,12.470118125482843,40.7370534674088,,,-0.39682502138671527,False,False,False,True,True,extended_no_base,True,True,False,False,True,False,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.,No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,12.470118125482843,10.38011728520718,7.968129420064374,21.90781313316743,-591.2696209161826,6.529458161519663,28.05378362694073
ABCL,AbCellera Biologics Inc. - Common Shares,,NASDAQ,38.0,30.0,15.0,10.0,16.75,58353486.939900726,False,actionability_not_allowed: avoid; today_focus_score_below_70: 15; focus_structure_score_below_65: 10; rejected_structure_type: extended_no_base; structure_disqualifier: Structure type is extended_no_base.,avoid,,3.759999990463257,6.130000114440918,no_trade,"Current price is extended more than 10% above the ignition close.; Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Price is 5-8% above EMA8; avoid chasing without a pullback.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",Bearish ignition candle argues against same-day long focus.,6.962745957254146,19.4092232889016,38.66231777703344,,,,,31.545071140831915,False,False,False,True,True,extended_no_base,True,True,False,False,True,False,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,10.766718353843041,-12.899896089856778,10.766718353843041,16.25437529389372,14.102446159392368,6.962745957254146,19.4092232889016
