Symbol,Company,Sector,Exchange,BasicPreAIScore,TechnicalPreAIScore,TodayFocusScore,FocusStructureScore,FinalPreAIScore,DollarVolume20,PassedFocusGate,GateFailureReasons,Actionability,TriggerLevel,InvalidationLevel,DoNotChaseAbove,PreferredEntryStyle,TodayFocusWarnings,TodayFocusDisqualifiers,PctAboveEMA8,PctAboveEMA21,NearestSupportDistancePct,NearestResistanceDistancePct,NearestDemandDistancePct,NearestSupplyDistancePct,IgnitionAgeBars,PctFromIgnitionClose,HasNearbyTrigger,HasNearbyRetestArea,HasReasonableInvalidation,IsExtended,IsSeverelyExtended,StructureType,ImpulsePresent,ControlledDigestion,CompressionPresent,VolumeDryup,HoldingEMAStructure,TriggerNearby,InvalidationNearby,ExtensionRisk,StructureVerdict,StructureReasons,StructureWarnings,StructureDisqualifiers,ClassificationReason,ScoreBeforeCaps,ScoreAfterCaps,ScoreCapReasons,PullbackDepthPct,RangeContractionPct,LowerHighs,HigherLows,CompressionQuality,DigestionQuality,EMAQuality,TriggerDistancePct,InvalidationDistancePct,VolumeDryupPct,StructurePctAboveEMA8,StructurePctAboveEMA21
SMCI,Supermicro,Information Technology,,43.0,90.0,54.0,20.0,49.4,2413448833.316345,False,today_focus_score_below_70: 54; focus_structure_score_below_65: 20; rejected_structure_type: extended_no_base; pullback_only_structure_below_70: 20; structure_disqualifier: Structure type is extended_no_base.,pullback_only,,29.469999313354492,50.16999816894531,pullback,"Bullish ignition candle is older than 10 trading days.; Current price is extended more than 10% above the ignition close.; Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Demand exists but is not near enough for tight same-day risk.; Severe extension from EMA8 creates poor same-day risk.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,17.987070706019324,36.10330068566281,41.25971618712136,,43.61171626863134,,19.0,44.748985544762654,False,False,False,True,True,extended_no_base,True,True,False,False,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby trigger level exists.,No clear compression/base detected.; Volume dry-up was not detected.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,"Bullish impulse is present, but high extension and no compression make it extended_no_base.",20,20,,2.451671121835819,-102.11499112140095,False,True,none,acceptable,weak,2.451671121835819,26.526396129837536,-24.00645537430295,17.987070706019324,36.10330068566281
CARR,Carrier Global,Industrials,,45.0,40.0,42.0,60.0,48.7,441160631.53816223,False,actionability_not_allowed: avoid; today_focus_score_below_70: 42; focus_structure_score_below_65: 60,avoid,67.06500244140625,64.2664173557997,,no_trade,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.; Support exists but is farther away, making same-day risk wider.",,2.625057645915052,3.351020489010126,7.979523311005698,0.9710995035264958,,,,,True,True,True,False,False,high_tight_flag,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume dry-up was not detected.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as high_tight_flag despite imperfect compression.",60,60,,5.13400143949978,-34.50583194018644,False,True,none,acceptable,strong,0.9710995035264958,3.2423680706340607,-27.94230233993378,2.625057645915052,3.351020489010126
GM,General Motors,Consumer Discretionary,,45.0,40.0,42.0,55.0,46.7,599355537.4176025,False,actionability_not_allowed: avoid; today_focus_score_below_70: 42; focus_structure_score_below_65: 55,avoid,82.66999816894531,79.20561997001084,,no_trade,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.; Support exists but is farther away, making same-day risk wider.",,0.5727446212856702,3.1871266052567293,7.97749174680269,1.1501220768419085,,,,,True,True,True,False,False,high_tight_flag,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as high_tight_flag despite imperfect compression.",55,55,,4.233450314888709,-31.292236557789366,False,True,none,acceptable,strong,1.1501220768419085,3.0886862635967294,-20.670520264222226,0.5727446212856702,3.1871266052567293
MCHP,Microchip Technology,Information Technology,,45.0,40.0,24.0,70.0,46.4,1147647637.1635437,False,actionability_not_allowed: avoid; today_focus_score_below_70: 24,avoid,100.25,93.48462424104245,,no_trade,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.; Support exists but is farther away, making same-day risk wider.; Demand exists but is not near enough for tight same-day risk.; Active overhead supply is within 3% of current price.",,2.108096497989198,3.7175897872459007,8.044549810244773,3.393152791452758,14.500822701477666,2.712455938790481,,,True,True,True,False,False,trendline_compression,True,True,False,False,True,True,True,low,Structure is constructive but still needs confirmation.,Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as trendline_compression despite imperfect compression.",70,70,,3.393152791452758,-29.622257807520104,True,True,none,acceptable,strong,3.393152791452758,3.5843387750059907,12.36091757266239,2.108096497989198,3.7175897872459007
TXN,Texas Instruments,Information Technology,,45.0,35.0,27.0,70.0,46.2,2496312711.0406494,False,actionability_not_allowed: avoid; today_focus_score_below_70: 27,avoid,310.2900085449219,291.95001220703125,,no_trade,"Support exists but is farther away, making same-day risk wider.; Demand exists but is not near enough for tight same-day risk.; Active overhead supply is within 3% of current price.",Bearish ignition candle argues against same-day long focus.,0.547577076898409,3.931049188932323,5.247949878749769,0.7042754323389744,22.497725939228697,1.6194957527755127,,0.798221178968106,True,True,True,False,False,trendline_compression,True,True,False,False,True,True,True,low,Structure is constructive but still needs confirmation.,Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as trendline_compression despite imperfect compression.",70,70,,7.591203108886702,-21.150024121596257,True,True,none,acceptable,strong,0.7042754323389744,3.7823626525565257,4.427594416332381,0.547577076898409,3.931049188932323
ROST,Ross Stores,Consumer Discretionary,,40.0,35.0,49.0,40.0,41.9,806233239.3829346,False,actionability_not_allowed: needs_more_time; today_focus_score_below_70: 49; focus_structure_score_below_65: 40,needs_more_time,226.63999938964844,219.0800018310547,,no_trade,"EMA regime is mixed, so same-day actionability needs extra confirmation.; OBV is falling, weakening same-day confidence.; Active overhead supply is within 3% of current price.",,-0.9464552887150646,-0.02326270578970613,2.1177755955917865,1.2599374377397554,2.175860162904031,0.10722465665340408,2.0,-3.4134503729161714,True,True,True,False,False,trendline_compression,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.; EMA structure is mixed.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as trendline_compression despite imperfect compression.",40,40,,6.0718416107477635,8.107286002123182,True,False,loose,acceptable,mixed,1.2599374377397554,2.1177755955917865,-68.8632883884032,-0.9464552887150646,-0.02326270578970613
NVDA,Nvidia,Information Technology,,50.0,40.0,27.0,55.0,41.45,38724871709.10828,False,actionability_not_allowed: avoid; today_focus_score_below_70: 27; focus_structure_score_below_65: 55,avoid,236.5399932861328,215.48820829414078,,no_trade,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.; Support exists but is farther away, making same-day risk wider.; Resistance trigger is too far away to be a clean same-day trigger.; No nearby breakout trigger was identified within 5% of current price.",,1.9138739096137725,3.4024131009851244,6.301053802808953,6.157429993236874,,,,,False,True,True,False,False,trendline_compression,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as trendline_compression despite imperfect compression.",55,55,,6.157429993236874,0.29836503826080607,False,True,loose,acceptable,strong,4.245575416983627,3.290458122734774,-22.06959007370437,1.9138739096137725,3.4024131009851244
CTSH,Cognizant,Information Technology,,42.0,60.0,21.0,40.0,38.35,497440817.59376526,False,actionability_not_allowed: avoid; today_focus_score_below_70: 21; focus_structure_score_below_65: 40,avoid,61.880001068115234,53.221400046842156,,no_trade,"EMA regime is mixed, so same-day actionability needs extra confirmation.; No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; Resistance trigger is too far away to be a clean same-day trigger.; Demand exists but is not near enough for tight same-day risk.; Overhead supply is nearby and may limit same-day path.; No nearby breakout trigger was identified within 5% of current price.",,1.8331337665275838,3.604939631647519,17.519042354624336,12.223434445180859,13.855639235068097,5.404424329383972,,,False,True,True,False,False,high_tight_flag,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.; EMA structure is mixed.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as high_tight_flag despite imperfect compression.",40,40,,4.552053253561827,-17.417614125120306,False,True,none,acceptable,mixed,4.552053253561827,3.4795055568434874,-27.872005311929993,1.8331337665275838,3.604939631647519
GLW,Corning Inc.,Information Technology,,42.0,70.0,55.0,0.0,36.75,3180846899.1220093,False,today_focus_score_below_70: 55; focus_structure_score_below_65: 0; rejected_structure_type: sloppy_chop; pullback_only_structure_below_70: 0; structure_disqualifier: Structure type is sloppy_chop.,pullback_only,211.7899932861328,184.97999572753906,200.39999389648438,pullback,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; Price is 5-8% above EMA8; avoid chasing without a pullback.; Price is more than 8% above EMA21; same-day risk is widening.; No nearby breakout trigger was identified within 5% of current price.",,6.4695969937675235,8.672562833369813,15.26945697440133,5.683632603068789,1.0728512784261568,,,,False,True,True,True,False,sloppy_chop,True,False,False,True,True,True,False,medium,Structure is too choppy for a clean focus-list setup.,Recent bullish impulse is present.; Impulse quality is strong.; Volume has dried up during consolidation.; EMA structure is acceptable.; A nearby trigger level exists.,No controlled digestion after impulse was detected.; No clear compression/base detected.; Extension risk is medium.; Invalidation is too far for clean same-day risk.; Structure appears sloppy or choppy.,Structure type is sloppy_chop.,Digestion/compression evidence is loose or choppy; classified as sloppy_chop.,0,0,,5.683632603068789,-4.743443465582509,True,True,none,failed,acceptable,0.5738568813866696,7.694610099095334,15.542673355605052,6.4695969937675235,8.672562833369813
JCI,Johnson Controls,Industrials,,40.0,55.0,62.0,0.0,35.45,540839930.9234619,False,today_focus_score_below_70: 62; focus_structure_score_below_65: 0; rejected_structure_type: sloppy_chop; structure_disqualifier: Structure type is sloppy_chop.,breakout_only,143.13999938964844,138.99000549316406,,breakout,"Bullish ignition candle is older than 10 trading days.; OBV is falling, weakening same-day confidence.",,3.0701702205630177,2.2714829249707025,2.112824765081389,0.8099118613948741,,,19.0,-0.8034049890931705,True,True,True,False,False,sloppy_chop,True,False,False,False,True,True,True,low,Structure is too choppy for a clean focus-list setup.,Recent bullish impulse is present.; EMA structure is acceptable.; A nearby trigger level exists.; A nearby invalidation level exists.,No controlled digestion after impulse was detected.; No clear compression/base detected.; Volume is only slightly quieter during the recent structure.; Structure appears sloppy or choppy.,Structure type is sloppy_chop.,Digestion/compression evidence is loose or choppy; classified as sloppy_chop.,0,0,,2.7396290155335734,-20.468137490287152,True,True,none,failed,acceptable,0.17606873042343985,2.112824765081389,0.18765787468315587,3.0701702205630177,2.2714829249707025
SLB,Schlumberger,Energy,,45.0,25.0,29.0,45.0,34.4,732379055.3823471,False,actionability_not_allowed: avoid; today_focus_score_below_70: 29; focus_structure_score_below_65: 45,avoid,56.900001525878906,55.65660074272564,,no_trade,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; Demand exists but is not near enough for tight same-day risk.",Distribution bias sharply reduces same-day actionability.; Distribution with falling OBV is a hard avoid for long focus.,1.1347376959995659,1.6231688937335065,6.771573087095617,0.6011317969105479,18.104670137618438,,,,True,True,True,False,False,trendline_compression,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as trendline_compression despite imperfect compression.",45,45,,3.995753653924816,-30.03737831189246,True,True,none,acceptable,strong,0.6011317969105479,1.5972429431233781,-17.221258023266106,1.1347376959995659,1.6231688937335065
BKNG,Booking Holdings,Consumer Discretionary,,45.0,30.0,23.0,45.0,33.55,1294525659.128189,False,actionability_not_allowed: avoid; today_focus_score_below_70: 23; focus_structure_score_below_65: 45,avoid,175.52000427246094,164.22999572753906,,no_trade,"EMA regime is mixed, so same-day actionability needs extra confirmation.; No bullish ignition candle was detected.; Overhead supply is nearby and may limit same-day path.",,0.8299837519043729,1.1728622449370896,1.7821965592212274,4.969796797397397,,5.920694634876389,,,True,True,True,False,False,high_tight_flag,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume dry-up was not detected.; EMA structure is mixed.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as high_tight_flag despite imperfect compression.",45,45,,2.416119325350019,-3.4271063580903816,False,False,none,acceptable,mixed,2.416119325350019,1.1592656557423586,-1.2369018572236046,0.8299837519043729,1.1728622449370896
MU,Micron Technology,Information Technology,,43.0,55.0,32.0,20.0,32.95,59840827316.54846,False,actionability_not_allowed: avoid; today_focus_score_below_70: 32; focus_structure_score_below_65: 20; rejected_structure_type: extended_no_base; structure_disqualifier: Structure type is extended_no_base.,avoid,,652.2100219726562,1064.0999755859375,no_trade,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Demand exists but is not near enough for tight same-day risk.; Price is 8-15% above EMA8 and is extended for same-day entry.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,13.590529497822201,32.50772209936743,38.70782474047869,,35.805841318685204,,,,False,False,False,True,True,extended_no_base,True,True,False,False,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby trigger level exists.,No clear compression/base detected.; Volume dry-up was not detected.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,"Bullish impulse is present, but high extension and no compression make it extended_no_base.",20,20,,1.1709504082030975,8.33461897619856,False,True,loose,acceptable,weak,1.1709504082030975,24.532700120669126,-11.085856900484092,13.590529497822201,32.50772209936743
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,,47.0,10.0,15.0,55.0,29.75,437664887.84059525,False,actionability_not_allowed: avoid; today_focus_score_below_70: 15; focus_structure_score_below_65: 55,avoid,19.1200008392334,17.559999465942383,,no_trade,"EMA regime is mixed, so same-day actionability needs extra confirmation.; No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.; No nearby breakout trigger was identified within 5% of current price.",,2.755040761527927,4.320118823629837,3.1439587490864396,5.4605721141408825,,,,,False,True,True,False,False,trendline_compression,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is tight.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.; EMA structure is mixed.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as trendline_compression despite imperfect compression.",55,55,,2.8130184913934153,6.049881808858992,False,True,loose,tight,mixed,2.8130184913934153,3.1439587490864396,1.706956647175839,2.755040761527927,4.320118823629837
FTV,Fortive,Industrials,,40.0,40.0,54.0,0.0,28.9,196571897.10142136,False,today_focus_score_below_70: 54; focus_structure_score_below_65: 0,breakout_only,60.64500045776367,57.79999923706055,,breakout,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.",,1.409093204447176,1.231444434832718,3.92287336492253,0.8061845272302248,1.5791236126146968,,,,True,True,True,False,False,breakout_retest,False,False,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,EMA structure is acceptable.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear recent bullish impulse detected.; No controlled digestion after impulse was detected.; No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.,,Price is holding EMA structure near a clear invalidation/retest area; classified as breakout_retest.,0,0,,,0.8962182184982237,True,True,loose,none,acceptable,0.8061845272302248,1.2164643522650231,-13.501658680427564,1.409093204447176,1.231444434832718
MOS,Mosaic Company (The),Materials,,45.0,10.0,22.0,45.0,28.2,207178700.2161026,False,actionability_not_allowed: avoid; today_focus_score_below_70: 22; focus_structure_score_below_65: 45,avoid,23.59000015258789,23.059999465942383,,no_trade,"EMA regime is mixed, so same-day actionability needs extra confirmation.; No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.",,0.4581287340079454,1.0715919323926126,1.0300419698573426,1.2446391631896425,,12.145922817047605,,,True,True,True,False,False,high_tight_flag,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.; EMA structure is mixed.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as high_tight_flag despite imperfect compression.",45,45,,5.150218035332621,-14.416453999517277,False,True,none,acceptable,mixed,1.2446391631896425,1.0300419698573426,5.575098740417738,0.4581287340079454,1.0715919323926126
CVX,Chevron Corporation,Energy,,45.0,10.0,23.0,39.0,26.15,1896304014.6060944,False,actionability_not_allowed: avoid; today_focus_score_below_70: 23; focus_structure_score_below_65: 39; rejected_structure_type: no_clear_structure; structure_disqualifier: Structure type is no_clear_structure.,avoid,189.4199981689453,179.52999877929688,,no_trade,No bullish ignition candle was detected.,Bearish EMA regime is not suitable for a long focus-list setup.,0.6736074931707803,-0.053571839343902194,4.276195223653323,0.9970648289840067,,,,,True,True,True,False,False,no_clear_structure,True,True,True,False,False,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; Price compression is present.; A nearby trigger level exists.; A nearby invalidation level exists.,Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.; EMA structure is weak.,Structure type is no_clear_structure.,EMA regime is bearish with no reclaim/base evidence; classified as no_clear_structure. Score capped for: bearish_ema_regime_without_reclaim.,65,39,bearish_ema_regime_without_reclaim,6.035719478130708,17.582865677663285,True,True,acceptable,acceptable,weak,0.9970648289840067,4.276195223653323,-7.947653906690055,0.6736074931707803,-0.053571839343902194
FAST,Fastenal,Industrials,,45.0,30.0,42.0,0.0,22.2,301799569.1114044,False,actionability_not_allowed: avoid; today_focus_score_below_70: 42; focus_structure_score_below_65: 0,avoid,44.97999954223633,43.619998931884766,,no_trade,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.",,0.9459176079393616,0.9627835412773234,2.4815573926027956,0.5589090153330645,,9.747374591932711,,,True,True,True,False,False,breakout_retest,False,False,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,EMA structure is acceptable.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear recent bullish impulse detected.; No controlled digestion after impulse was detected.; No clear compression/base detected.; Volume dry-up was not detected.,,Price is holding EMA structure near a clear invalidation/retest area; classified as breakout_retest.,0,0,,,8.439295855830109,True,True,loose,none,acceptable,0.5589090153330645,0.9536024141843291,-8.929088266382678,0.9459176079393616,0.9627835412773234
TJX,TJX Companies,Consumer Discretionary,,45.0,0.0,15.0,39.0,20.85,1032286565.5981445,False,actionability_not_allowed: avoid; today_focus_score_below_70: 15; focus_structure_score_below_65: 39; rejected_structure_type: no_clear_structure; structure_disqualifier: Structure type is no_clear_structure.,avoid,157.42999267578125,152.17999267578125,,no_trade,No bullish ignition candle was detected.; Narrow-spread high-volume action needs visual review for absorption or distribution.,Bearish EMA regime is not suitable for a long focus-list setup.,-0.5688822439932739,-0.6008552987315063,0.982503573191551,2.4334635792597314,0.7352494403423004,,,,True,True,True,False,False,no_clear_structure,True,True,True,False,False,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; Price compression is present.; A nearby trigger level exists.; A nearby invalidation level exists.,Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.; EMA structure is weak.,Structure type is no_clear_structure.,EMA regime is strong_bearish with no reclaim/base evidence; classified as no_clear_structure. Score capped for: strong_bearish_ema_regime_without_reclaim.,65,39,strong_bearish_ema_regime_without_reclaim,4.684752966275196,22.796715051932225,True,False,acceptable,acceptable,weak,2.4334635792597314,0.982503573191551,-38.95664428648491,-0.5688822439932739,-0.6008552987315063
IP,International Paper,Materials,,42.0,30.0,30.0,5.0,20.0,206789776.64253235,False,actionability_not_allowed: avoid; today_focus_score_below_70: 30; focus_structure_score_below_65: 5; rejected_structure_type: sloppy_chop; structure_disqualifier: Structure type is sloppy_chop.,avoid,34.119998931884766,33.56999969482422,,no_trade,"EMA regime is mixed, so same-day actionability needs extra confirmation.; No bullish ignition candle was detected.; Overhead supply is nearby and may limit same-day path.",,2.88088846871275,3.7299052850650494,0.7685548984859847,0.8572186968192064,,5.85279170874522,,,True,True,True,False,False,sloppy_chop,True,False,False,True,True,True,True,low,Structure is too choppy for a clean focus-list setup.,Recent bullish impulse is present.; Impulse quality is strong.; Volume has dried up during consolidation.; A nearby trigger level exists.; A nearby invalidation level exists.,No controlled digestion after impulse was detected.; No clear compression/base detected.; EMA structure is mixed.; Structure appears sloppy or choppy.,Structure type is sloppy_chop.,Digestion/compression evidence is loose or choppy; classified as sloppy_chop.,5,5,,1.3006166210286274,-12.148086883127341,False,True,none,failed,mixed,0.8572186968192064,0.7685548984859847,25.88839651666781,2.88088846871275,3.7299052850650494
EOG,EOG Resources,Energy,,40.0,30.0,35.0,0.0,19.75,499714636.3027191,False,actionability_not_allowed: avoid; today_focus_score_below_70: 35; focus_structure_score_below_65: 0; rejected_structure_type: sloppy_chop; structure_disqualifier: Structure type is sloppy_chop.,avoid,142.85000610351562,138.4600067138672,,no_trade,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.",,1.1888613274828819,1.0905775146667462,0.08658905729687083,3.081255748334155,,,,,True,True,True,False,False,sloppy_chop,True,False,False,False,True,True,True,low,Structure is too choppy for a clean focus-list setup.,Recent bullish impulse is present.; EMA structure is acceptable.; A nearby trigger level exists.; A nearby invalidation level exists.,No controlled digestion after impulse was detected.; No clear compression/base detected.; Volume is only slightly quieter during the recent structure.; Structure appears sloppy or choppy.,Structure type is sloppy_chop.,Digestion/compression evidence is loose or choppy; classified as sloppy_chop.,0,0,,5.137822934847125,12.658902029306907,True,True,loose,failed,acceptable,1.8328714479520336,0.08658905729687083,5.148551444142891,1.1888613274828819,1.0905775146667462
LITE,Lumentum,Information Technology,,42.0,40.0,24.0,0.0,18.4,6687344818.140869,False,actionability_not_allowed: avoid; today_focus_score_below_70: 24; focus_structure_score_below_65: 0; rejected_structure_type: extended_no_base; severe_extension_without_digestion; structure_disqualifier: Structure type is extended_no_base.,avoid,1085.6800537109375,854.6199951171875,1029.1500244140625,no_trade,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.; Support exists but is farther away, making same-day risk wider.; Demand exists but is not near enough for tight same-day risk.; Price is 8-15% above EMA8 and is extended for same-day entry.; Price is more than 8% above EMA21; same-day risk is widening.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,10.842851864797009,11.86081170091926,16.958657645297357,5.492885192230346,9.156103509549574,,,,False,False,False,True,True,extended_no_base,True,False,False,False,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; A nearby trigger level exists.,No controlled digestion after impulse was detected.; No clear compression/base detected.; Volume is only slightly quieter during the recent structure.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.; Structure appears sloppy or choppy.,Structure type is extended_no_base.,High extension risk without controlled digestion classified as extended_no_base.,0,0,,5.492885192230346,-11.76120075880318,False,True,none,failed,weak,0.568427872240318,10.603187586937368,8.407053723123791,10.842851864797009,11.86081170091926
CSX,CSX Corporation,Industrials,,45.0,15.0,35.0,0.0,16.0,603218664.4204712,False,actionability_not_allowed: avoid; today_focus_score_below_70: 35; focus_structure_score_below_65: 0,avoid,46.54999923706055,44.22999954223633,,no_trade,No bullish ignition candle was detected.,Distribution bias sharply reduces same-day actionability.; Distribution with falling OBV is a hard avoid for long focus.,0.43591168042789175,1.4369620157296037,4.139574929948131,0.8885995943556324,,,,,True,True,True,False,False,breakout_retest,False,False,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear recent bullish impulse detected.; No controlled digestion after impulse was detected.; No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.,,Price is holding EMA structure near a clear invalidation/retest area; classified as breakout_retest.,0,0,,,-24.342738560267875,True,True,none,none,strong,0.8885995943556324,1.416605926651049,-4.2465333833855645,0.43591168042789175,1.4369620157296037
